[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f63a7d597b8>, <function sigmoid at 0x7f63a7d598c8>],(0.0, 0.5, 3)',_warning_no_true_positive,1,multi_class,9,onehot,0.3,011519112034
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,22,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,22,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,20,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,49,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,29,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,22,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,31,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,42,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,19,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,28,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,21,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,24,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,18,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,48,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,25,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,27,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,17,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,27,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,34,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,33,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,21,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_all_ones_,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,33,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_all_zeros_,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,18,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,24,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,29,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,40,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,16,multi_class,9,onehot,0.3,red-wine
[4, 8, 16, 32],[2, 4, 8, 16],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],[<function relu at 0x7f5303206bf8>, <function sigmoid at 0x7f5303206d08>, <function linear at 0x7f5303206ea0>],(0.0, 0.5, 3),'(0.1, 10, 10)',_warning_no_true_positive,20,multi_class,9,onehot,0.3,red-wine
